first_name,last_name,date_of_birth,gender,ssn,address,state,zip_code,income,credit_score,employment_status,loan_amount,loan_type,loan_status,num_existing_loans,default
Jeff,Cook,1/12/2000,Male,511-28-2666,"649 Sonya Inlet, Kaylamouth, SD 50950",New Jersey,13476,57825.72,598,Unemployed,7318.09,Education Loan,Running,0,1
Bridget,Davis,7/31/1996,Male,485-69-4300,"2738 Alan Lodge Apt. 473, North Biancaview, MD 37227",Oregon,71250,45552.03,535,Retired,71133.55,Home Loan,Completed,2,1
Christopher,Austin,4/4/2001,Female,319-34-4198,"215 Olson Forges Suite 195, Madisonshire, RI 06703",Alabama,820,87663.88,364,Self-employed,91500.04,Auto Loan,Completed,4,1
David,Jones,5/27/1970,Female,244-59-3071,"933 Green Inlet Apt. 523, Lake Brandon, NH 01545",Ohio,43791,182315.36,633,Student,95228.28,Personal Loan,Running,1,0
Matthew,Jackson,4/10/1959,Male,700-01-6986,"318 Jason Mount Apt. 121, Smithfort, SC 09757",Maryland,24630,47874.96,572,Retired,9017.88,Personal Loan,Running,1,1
Kayla,Simmons,1/28/1985,Male,162-01-9773,"522 Rogers Manor Suite 139, Pamelaview, OR 17627",Oklahoma,12845,85692.63,671,Employed,14997.5,Education Loan,Running,4,0
Marco,Fleming,6/2/2000,Male,279-57-6888,"8484 Brown Parks Suite 058, New Phillip, VT 93582",Pennsylvania,8774,175572.91,538,Student,81460.77,Education Loan,Completed,5,1
Calvin,Castillo,8/1/1974,Male,070-11-1214,"067 Michael Plains Suite 641, Brandonfort, NY 31191",Wyoming,91217,39414.2,565,Self-employed,48435.46,Credit Card Loan,Completed,1,1
Sheryl,Vasquez,7/30/1998,Male,333-40-6528,"Unit 0425 Box 3224, DPO AA 33052",Missouri,47735,136322.33,586,Student,59618.58,Home Loan,Completed,2,0
Shirley,Lee,12/26/1967,Male,188-63-9103,"1803 Brandon Expressway, Gonzalezborough, CA 53413",Vermont,4992,111614.62,458,Self-employed,82248.13,Auto Loan,Completed,1,1
Brian,Hall,9/27/1977,Male,149-59-7699,"506 Wilson Rue Apt. 337, Emilybury, WV 17742",Montana,48345,24361.85,438,Student,74385.26,Credit Card Loan,Running,5,1
Erik,Carter,6/4/2002,Male,544-56-9833,"0293 David Lane, North Ariana, IA 03807",Oregon,74228,59176.51,759,Retired,90296.38,Personal Loan,Completed,5,0
Alan,Anderson,1/15/2001,Female,252-92-8104,"585 Melendez Knoll, Nicoleburgh, VA 98053",Montana,14528,195608.79,628,Student,29199.36,Personal Loan,Completed,4,0
Christina,Taylor,1/11/1995,Female,292-36-9028,"23441 Kim Bridge, Lake Lisachester, AK 33154",Illinois,48655,139060.61,555,Self-employed,50433.87,Personal Loan,Running,1,1
Michael,Adams,11/24/1967,Female,032-60-0546,"7148 Heather Key, West Alexchester, TN 46262",Idaho,42283,67213.08,364,Unemployed,17869.12,Education Loan,Completed,1,1
Becky,Carter,2/12/1997,Female,494-90-6165,"009 Dawn Greens Suite 078, Mckinneyhaven, TX 29560",Louisiana,6970,86214.67,733,Unemployed,91183.43,Credit Card Loan,Running,1,1
Bryan,Walker,1/17/1997,Female,071-66-1468,"111 Smith Trail, Susanbury, NH 67809",Virginia,36610,86626.97,540,Employed,95699.1,Credit Card Loan,Completed,4,1
Robert,Jackson,7/20/1972,Female,063-12-7322,"742 Greene Curve Apt. 898, South Sarafurt, MT 70442",Nevada,10186,132861.82,524,Unemployed,96983.4,Education Loan,Completed,4,1
Amber,Villarreal,6/27/1998,Male,788-12-1955,"6156 Julie Avenue Suite 026, Hernandezland, CT 55263",Connecticut,97785,67470.52,307,Student,74002.05,Personal Loan,Completed,3,1
Samantha,Lopez,10/25/1998,Male,163-31-0259,"38502 Powers Passage, Lake Brian, FL 80411",Missouri,58493,196551.34,327,Self-employed,90449.43,Auto Loan,Completed,0,1
Cynthia,Middleton,4/26/1967,Male,071-53-9938,"855 Brooke Fall Suite 993, South Hannahburgh, OK 47093",North Dakota,7840,167422.48,764,Employed,31408.98,Personal Loan,Completed,0,0
William,Barrera,5/3/1956,Male,774-77-0010,"763 Justin Stream Apt. 793, Johnsonmouth, DC 08245",Kentucky,97211,26649.6,508,Student,87763.91,Personal Loan,Running,3,1
Jack,Hale,3/3/2001,Female,328-13-9791,"285 Mcdowell Alley Suite 996, Tommymouth, NM 59521",North Dakota,32500,198917.81,661,Unemployed,88968.3,Home Loan,Running,4,1
Sarah,Butler,6/25/1994,Male,225-07-4126,"15241 Jessica Glen, Traceyville, SD 58392",Louisiana,91305,22979.99,465,Unemployed,94643.73,Credit Card Loan,Running,0,1
Cynthia,Hughes,11/30/1980,Female,605-41-4961,"421 Jeremy Pike, East Donnaburgh, OK 68615",Mississippi,97279,107512.05,631,Self-employed,54378.38,Credit Card Loan,Completed,3,0
Kenneth,Matthews,4/24/1980,Female,052-10-5113,"4145 Randy Rue Apt. 879, Lake Reneeton, AK 24210",Colorado,31004,93865.37,435,Employed,42924.24,Personal Loan,Running,0,1
Robert,Armstrong,1/9/2004,Male,190-68-3335,"726 Middleton Forks Suite 350, North Hector, TX 57857",Missouri,2580,39668.71,569,Self-employed,83006.91,Personal Loan,Completed,2,1
Cheryl,Hardy,5/8/2000,Male,267-17-7962,"00032 Allison Drive Suite 282, South Nicole, AL 34850",Minnesota,4002,37469.68,441,Self-employed,34300.56,Home Loan,Completed,5,1
Brett,Callahan,6/27/2000,Male,373-83-9561,"35175 Tracy Glen Apt. 227, Nelsonton, WI 36663",South Dakota,71709,84326.06,844,Retired,36950.7,Education Loan,Running,2,0
Daniel,Anthony,4/28/1964,Male,297-66-6403,"897 Larson Plain Apt. 105, Andersonfort, KY 01232",Mississippi,41702,179200.57,646,Student,58318.46,Credit Card Loan,Completed,2,1
Gregory,Kim,6/15/1960,Female,303-48-9885,"254 Taylor Via Suite 265, South Justin, TN 95618",Michigan,80789,182398.68,647,Student,8322.09,Personal Loan,Running,5,0
Lisa,Barton,7/16/1997,Male,618-92-0297,"0755 Ann Knolls, Mariashire, CO 03805",Arkansas,92733,58016.81,371,Unemployed,48427.08,Home Loan,Completed,2,1
Dawn,Edwards,10/17/1990,Female,047-34-1114,"687 Shawn Square Suite 909, Kariview, ID 51647",Washington,81059,145182.65,778,Unemployed,87154.2,Home Loan,Running,0,1
Kimberly,Garcia,3/28/1965,Female,565-31-9585,"9881 Amy Walks, Lake Zacharyville, KS 73928",North Carolina,94098,40681.49,584,Unemployed,78465.5,Education Loan,Running,1,1
Steven,Todd,1/6/1970,Female,815-67-1762,"8624 Jacob Extension Suite 824, North Kyle, TN 73100",Nebraska,3730,65130.65,583,Retired,42708.23,Credit Card Loan,Completed,4,1
Sara,Miller,5/21/1982,Female,114-83-5494,"83579 Silva Knolls Suite 947, East Billyhaven, NC 21244",North Dakota,81129,196822.6,482,Unemployed,49039.81,Auto Loan,Completed,4,1
Patrick,Scott,11/4/1960,Female,304-65-4470,"273 James Circle, Yolandaborough, GA 93911",Washington,8779,40663.68,688,Unemployed,73018.78,Credit Card Loan,Completed,0,1
Joel,Hawkins,2/19/1984,Female,075-91-7172,"458 Garza Hills Suite 842, New Tiffanychester, OR 10533",North Carolina,67065,145563.14,537,Student,49657.38,Auto Loan,Running,0,1
Christina,Simpson,4/22/2003,Female,361-64-4341,"6327 Riley Forks, West Gloriaton, ND 48637",Vermont,34228,186875.32,610,Unemployed,90676.18,Personal Loan,Running,4,1
Nicole,Roach,5/31/1989,Female,333-75-4013,"701 Maureen Trail Apt. 621, West Kathleenfort, MD 84889",Ohio,81980,162639.99,565,Student,71367.88,Personal Loan,Running,2,1
Raven,Cruz,4/23/1982,Female,362-58-8355,"91759 Webb Centers Suite 233, Kathyport, WI 07362",Indiana,14352,142350.58,447,Employed,83237.71,Credit Card Loan,Running,5,1
Justin,Ritter,8/8/1993,Female,195-46-7047,"437 Mary Stream, Reyeston, MD 99416",Michigan,6766,86925.56,753,Unemployed,23017.08,Credit Card Loan,Completed,4,1
James,Simpson,12/30/1977,Male,672-43-0986,"69989 Yoder Crescent Apt. 631, Rodriguezmouth, MD 29222",Kansas,2294,180329.12,380,Employed,91170.94,Auto Loan,Running,5,1
James,Kramer,8/2/1960,Female,811-23-4813,"017 Jon Forest, Ashleytown, SD 50209",Washington,67909,130793.26,638,Retired,96853.36,Auto Loan,Completed,1,0
Sarah,Henderson,3/15/1968,Female,228-33-7386,"0848 Ann Rapids, Ramosburgh, IN 87784",Missouri,97779,156747.86,591,Employed,42028.45,Auto Loan,Running,4,0
David,Wiggins,7/12/1984,Male,425-03-5890,"404 Sara Squares Suite 762, South Dylan, WI 28322",Ohio,51276,74568.26,388,Unemployed,44026.63,Personal Loan,Completed,5,1
Kevin,Brock,4/28/2001,Female,736-44-2194,"5970 Mack Square Suite 087, Lake Jessicaville, UT 95847",Georgia,41289,83325.38,790,Self-employed,48863.99,Auto Loan,Running,4,0
Dawn,Rodriguez,11/26/2003,Male,628-26-4872,"50980 Sarah Glens Suite 710, Lake Sara, NC 56958",Louisiana,62141,179493.27,784,Unemployed,33617.12,Personal Loan,Running,4,1
Valerie,Porter,8/18/1956,Male,057-64-2840,"99866 Boyer Turnpike Suite 556, Lake Danielborough, MD 90464",Illinois,36305,137215.78,355,Retired,68502.27,Home Loan,Completed,2,1
Amy,Rojas,8/10/1988,Male,318-06-1487,"9737 Atkinson Glens Suite 562, Port Maryton, MN 41601",Missouri,80052,40531.34,432,Student,80151.02,Education Loan,Running,5,1
Jeffery,Hamilton,6/27/1978,Male,016-40-9840,"1460 Ramirez Creek Apt. 671, Jonathanborough, WI 47884",Oklahoma,44954,34734.58,677,Unemployed,22238.86,Credit Card Loan,Completed,1,1
Sophia,Howe,11/16/1973,Male,854-38-1620,"945 Taylor Cliffs, New Matthewport, TX 77841",Minnesota,52954,23357.42,560,Unemployed,29739.57,Credit Card Loan,Running,4,1
Eric,Harris,2/19/1970,Male,002-16-6578,"0506 Marie Burgs, New Louiston, FL 07889",New Jersey,31190,49761.63,730,Self-employed,13374.74,Personal Loan,Running,5,1
Jerry,Hernandez,1/26/1997,Female,222-53-9282,"325 Miller Prairie Suite 821, East Megan, WA 30020",Pennsylvania,26127,155178.2,710,Self-employed,55901.07,Education Loan,Running,5,0
Ronnie,Horton,12/20/1957,Male,542-37-9824,"227 Mathis Estate, Penningtonborough, PA 32317",Indiana,40135,175507.79,652,Employed,65078.72,Education Loan,Running,1,0
Jesus,Green,9/22/1961,Female,317-45-6317,"2333 Palmer Mission, Port Stephanieshire, KY 37726",New Hampshire,32331,175541.46,739,Retired,97140.46,Home Loan,Running,4,0
Kathryn,Estrada,10/6/1984,Female,731-62-4856,"6294 Sutton Creek Apt. 489, Joeville, WA 40520",Wyoming,40390,53506.91,668,Student,5552.04,Credit Card Loan,Running,2,0
Jerry,Kelly,10/31/1963,Female,146-63-0805,"396 Andre Springs Apt. 361, North Jeffreymouth, NE 19908",Kansas,83712,189660.94,743,Unemployed,97159.83,Home Loan,Completed,0,1
Suzanne,Patel,9/11/1963,Female,615-34-9794,"84626 Caldwell Pines, Juanmouth, FL 06631",Maine,59983,182931.23,743,Student,6553.3,Personal Loan,Completed,4,0
David,Perry,3/17/1977,Female,711-69-9064,"8022 Tammy Harbor Suite 460, Youngstad, MS 20110",Pennsylvania,36563,190382.98,553,Employed,73826.79,Credit Card Loan,Running,5,1
Ronald,Murray,9/18/1989,Male,293-69-8352,"92142 Rosario Throughway Apt. 212, Baileychester, OH 50890",Missouri,23521,75194.25,586,Employed,37067.02,Personal Loan,Running,0,0
Zachary,Rogers,3/30/1967,Female,564-98-4719,"124 Joseph Mount, Jenniferton, MA 35208",Texas,75919,113674.13,731,Retired,85349,Credit Card Loan,Completed,1,0
Mark,Thomas,10/25/1960,Female,361-67-2381,"24746 Christine Pike, East Antoniomouth, OH 16162",Vermont,47634,185833.2,590,Unemployed,96403.95,Education Loan,Completed,5,1
Leslie,Jackson,11/14/1988,Male,776-29-7648,"PSC 0789, Box 6463, APO AE 05229",Utah,99035,107963.85,669,Student,32916.69,Home Loan,Running,1,0
Jacob,Tucker,6/20/2001,Male,615-17-9292,"3376 Christopher Fields Apt. 366, Andrewland, MO 44943",Mississippi,8363,62754.84,665,Student,98751.89,Personal Loan,Running,5,0
Brandon,Price,10/16/1998,Female,251-31-6491,"Unit 9435 Box 2858, DPO AA 09519",West Virginia,1499,160083.36,317,Self-employed,19412.24,Education Loan,Completed,1,1
William,Cook,10/22/1972,Male,471-76-5364,"720 Rodriguez Ramp Suite 269, Potterborough, TN 03420",South Carolina,81702,124495.43,437,Unemployed,48008.86,Education Loan,Running,4,1
Jose,Fitzpatrick,4/19/1954,Male,820-15-7325,"521 Ho Unions Apt. 609, West Heather, CT 99018",Georgia,2219,196580.4,598,Unemployed,26783.85,Personal Loan,Completed,2,1
Edgar,Mitchell,3/3/1991,Female,066-01-7808,"10881 Anna Isle Apt. 982, Lewismouth, WV 51139",Arkansas,25685,65555.04,730,Employed,41857.44,Auto Loan,Running,5,0
Michael,Brown,10/23/1983,Male,354-31-5135,"91740 Jennifer Ford Apt. 913, Schmidtfurt, WI 38213",Wisconsin,95640,170421.43,747,Self-employed,55897.78,Auto Loan,Running,3,0
Brittany,Lang,10/15/1985,Male,676-49-3803,"5172 Adam Port, Brianhaven, WA 73201",Idaho,43123,167820.67,791,Employed,46984.58,Credit Card Loan,Running,3,0
Sharon,Ortiz,6/15/1998,Female,475-95-6959,"PSC 5034, Box 8890, APO AP 69859",Colorado,31199,32375.42,483,Student,77770.23,Auto Loan,Running,1,1
Carlos,Norton,10/6/1997,Female,460-72-6288,"USNS Duncan, FPO AA 62984",Montana,30951,116463.01,796,Unemployed,17665.36,Credit Card Loan,Completed,1,1
Joseph,Collins,7/20/1994,Female,246-28-1630,"848 Nunez Extensions Suite 587, Zimmermanchester, IL 89339",Missouri,41847,154594.43,407,Employed,55752.36,Auto Loan,Running,0,1
Luke,Calderon,7/12/1982,Male,896-44-3477,"99217 Meadows Row Suite 106, Jonesview, SC 96311",South Dakota,92611,158326.69,372,Student,11353.62,Personal Loan,Completed,2,1
Robert,Ward,9/9/2003,Female,368-78-3113,"84262 Combs Rapids Suite 019, North Amandabury, NJ 61341",Kansas,6768,192585.22,321,Unemployed,24594.31,Credit Card Loan,Running,5,1
Cheryl,Stewart,4/30/1970,Male,358-12-3261,"9673 Gail Orchard, Lewisburgh, UT 89716",Alabama,36927,175924.01,309,Retired,22830.73,Credit Card Loan,Running,3,1
Kevin,Thomas,11/29/1982,Male,366-73-2114,"7332 Gates Highway, New Kristiborough, NY 94975",Wisconsin,50642,155593.59,305,Self-employed,73640.11,Personal Loan,Completed,5,1
Robert,Allen,3/14/1977,Male,420-89-3864,"PSC 0832, Box 2422, APO AE 09859",Alabama,11170,103523.62,718,Retired,19090.4,Home Loan,Completed,1,0
Jorge,Jordan,6/20/1956,Male,681-48-7271,"0768 Peter Brooks, West Michellehaven, MT 47952",South Carolina,46136,65079.52,313,Retired,73147.59,Auto Loan,Completed,3,1
Rachel,Howard,1/2/1990,Female,287-45-3006,"43202 Santos Lane Apt. 163, Odommouth, NH 55172",North Dakota,39214,99444.31,463,Employed,12447.42,Personal Loan,Running,5,1
John,Byrd,6/16/1965,Female,711-24-2579,"99367 Lopez Avenue, Howardstad, WI 45603",Indiana,94074,123569.87,791,Retired,87960.5,Auto Loan,Completed,4,0
Samantha,Walker,9/27/1966,Male,273-15-5480,"5539 William Ramp Suite 685, Port Tiffanyfurt, RI 49220",Minnesota,29990,150785.64,485,Self-employed,87904.62,Personal Loan,Running,3,1
Jason,Kelly,2/19/1978,Female,230-77-0320,"026 Andrew Wall Suite 627, New Earl, NV 99262",Michigan,96981,154413.05,846,Student,12401.48,Auto Loan,Running,2,0
Joseph,Mitchell,12/9/1973,Male,378-72-2627,"9728 Oliver Keys Suite 231, New Derrick, OH 47972",North Carolina,97932,178212.32,675,Self-employed,22324.93,Personal Loan,Completed,4,0
Michael,Compton,12/17/1957,Male,024-99-5375,"87965 Christopher Coves Apt. 052, Michaelberg, KS 83034",New Mexico,95500,107263.02,318,Unemployed,72117.65,Education Loan,Running,3,1
Alexandra,Tran,12/22/1969,Male,050-38-2213,"716 Henry Stream, Wrightchester, OH 63981",Alaska,20380,162453.58,801,Retired,61427.23,Credit Card Loan,Running,1,0
Kimberly,Gordon,9/14/1984,Male,697-22-7757,"24615 Morgan Camp Suite 243, Jamesbury, CA 28007",Pennsylvania,12438,117635.15,378,Retired,74236.36,Personal Loan,Running,3,1
Kyle,Lamb,5/26/1995,Male,187-39-3131,"84343 Ashley Mountains, Port Teresaburgh, MS 47541",Utah,49298,84637.69,493,Unemployed,46339.43,Credit Card Loan,Completed,5,1
Alexander,Frederick,10/29/1956,Male,365-19-9660,"77807 Dyer Trail, Hubbardburgh, NJ 29374",Maine,45835,24720.72,796,Student,66110.75,Education Loan,Completed,3,1
Tim,Hernandez,12/15/2000,Male,796-08-3483,"7494 Angela Pines, East Deannatown, MO 44196",Arizona,53407,25106.44,355,Student,66591.16,Credit Card Loan,Completed,4,1
Andrew,Miller,4/16/1967,Male,872-98-7860,"799 Kimberly Prairie Apt. 844, East Aaronmouth, ME 13720",Arizona,76952,182667.02,556,Employed,34112.46,Credit Card Loan,Completed,4,1
Evelyn,Davis,3/16/1966,Male,427-15-9051,"912 Jackson Summit Apt. 354, Port Brittanyshire, CO 11875",New Mexico,26687,87152.28,525,Student,78699.18,Personal Loan,Running,3,1
Andrew,Figueroa,12/4/1988,Female,118-52-8559,"5340 Mary Throughway, North Michaelberg, NM 93424",Texas,87162,90219.73,565,Self-employed,42890.85,Home Loan,Running,5,1
Steven,Rodriguez,3/9/1976,Female,869-71-8748,"3213 Henderson Springs Suite 903, South Darrellstad, AL 31951",Alaska,44133,116671.48,424,Employed,81963.51,Education Loan,Completed,5,1
Olivia,Crane,11/3/1957,Male,739-58-9592,"385 Chambers Stream, North Vanessafort, NE 51897",Iowa,3407,195997.48,670,Student,86116.33,Auto Loan,Completed,1,0
Mark,Sweeney,11/16/1991,Male,110-92-1750,"80320 Thomas Crossing Suite 558, North Toddland, PA 55851",Florida,38049,125673.69,765,Retired,34273.85,Home Loan,Running,4,0
Matthew,Larson,2/24/1996,Male,060-27-6282,"Unit 1280 Box 2036, DPO AA 95330",Massachusetts,8842,72420.66,304,Unemployed,11833.9,Auto Loan,Completed,4,1
Stephanie,Smith,5/24/1999,Female,572-44-9651,"14593 Smith Mountain, East Kelseyhaven, AK 02265",Alaska,77420,129134.78,761,Employed,76268.92,Home Loan,Running,5,0
John,Carpenter,4/7/1963,Female,131-36-3223,"14929 Brooks Fort, Guerreroburgh, RI 41060",Maine,35749,104302.22,678,Self-employed,95451.45,Home Loan,Running,5,0
Jeffery,Chan,5/11/1955,Male,146-63-2297,"Unit 8542 Box 6644, DPO AA 47221",Oklahoma,51132,51705.85,660,Employed,59237.66,Personal Loan,Running,5,0
Bryan,Garner,12/14/1987,Male,516-34-9010,"2144 Gonzalez Pike Suite 022, Clarkton, DC 08281",Oregon,76037,130305.46,721,Unemployed,63139.2,Credit Card Loan,Completed,1,1
Jeff,Fitzpatrick,4/4/1987,Female,200-96-2105,"43588 Joshua Fork Suite 762, Jameshaven, KS 53045",Delaware,91877,168570.45,830,Student,94988.04,Home Loan,Running,3,0
James,Decker,10/9/1958,Male,460-22-5476,"62009 Jordan Causeway Apt. 906, Lake Georgestad, ME 10935",Maine,47920,123298.53,624,Unemployed,28751.83,Personal Loan,Running,1,1
Angela,Bright,12/6/1994,Male,365-63-5070,"41967 Walsh Lane, Blevinsshire, TN 43674",South Carolina,33837,165129.17,352,Self-employed,77789.49,Credit Card Loan,Running,2,1
Stephanie,Richardson,3/28/1988,Male,870-15-3302,"PSC 1888, Box 5548, APO AP 11870",Missouri,61591,47002.41,595,Self-employed,35444.73,Credit Card Loan,Completed,4,1
Aaron,Thompson,2/23/1984,Male,850-71-0460,"553 Stephanie Unions, South Jonathanville, KS 77823",Nevada,8517,197673.27,588,Retired,12112.26,Education Loan,Completed,5,0
Suzanne,Henry,8/6/2001,Female,541-92-0874,"457 Duncan Plaza, East Matthewland, VA 48339",Illinois,61208,157634.14,406,Employed,66911.85,Home Loan,Completed,1,1
Robert,Harris,1/14/1994,Male,207-40-9562,"USS Peterson, FPO AA 72589",New Jersey,83330,100657.25,433,Employed,46576.33,Auto Loan,Running,0,1
Joshua,Estrada,7/22/1974,Female,573-17-1875,"16912 Henry Brook, New Jeffreyside, AR 67422",California,81497,77545.73,371,Employed,20780.86,Home Loan,Running,2,1
Elizabeth,Quinn,5/7/1994,Male,126-53-0041,"3693 Roberts Viaduct Suite 395, Smithstad, IA 38948",Vermont,640,110134.46,305,Student,85448.22,Personal Loan,Running,1,1
Joel,Davis,8/1/1984,Male,774-55-8039,"03400 John Row, Millerfort, AK 09403",Connecticut,86387,144690.11,603,Employed,38552.67,Education Loan,Running,0,0
Tina,Andrews,9/7/1956,Male,147-80-9713,"025 Herman Fields, Port Ericaton, IN 80418",Arizona,36528,171910.89,432,Retired,24188.66,Education Loan,Running,4,1
Antonio,Reid,2/14/1992,Male,537-28-1558,"95785 James Spring, Port Andrew, ID 04185",Pennsylvania,97604,165178.44,792,Self-employed,15954.95,Auto Loan,Running,2,0
Eric,Thompson,6/10/1987,Male,667-02-2209,"948 Gibbs Passage, Matthewburgh, ND 15822",Indiana,25354,134696.37,599,Employed,56682.35,Personal Loan,Completed,2,0
Pamela,Coleman,8/29/1982,Male,500-40-3389,"609 John Run Suite 126, Lake Jessica, HI 42470",Utah,3029,85500.65,450,Student,91676.96,Personal Loan,Completed,3,1
Melanie,Scott,2/7/1963,Male,531-60-3673,"2033 Oconnell Rapids Apt. 277, South Kathleen, WI 82379",Oregon,85896,79509.01,500,Self-employed,26230.01,Credit Card Loan,Running,0,1
Garrett,Jackson,3/18/1969,Male,212-98-1269,"57655 Maxwell Junctions Apt. 904, South Patrick, WI 82223",Maryland,82022,40870.86,712,Unemployed,36266.86,Auto Loan,Running,5,1
Dustin,Wilson,11/14/1981,Female,102-82-5626,"972 Flynn Court, Scottton, NE 63645",Ohio,64358,33515.88,680,Unemployed,47534.63,Home Loan,Running,5,1
Jasmine,Mcdonald,9/2/1977,Male,338-49-4643,"12026 Holmes Radial Suite 353, New Heather, AL 78818",Pennsylvania,17279,47084.88,343,Self-employed,94008.19,Auto Loan,Running,1,1
Mitchell,Simmons,10/20/1991,Female,690-39-9033,"58826 John Place, Rogertown, FL 69351",New Hampshire,30927,25525.49,500,Retired,70396.99,Auto Loan,Running,1,1
Jason,Garcia,5/17/1965,Male,063-48-7296,"4602 Victoria Camp Suite 792, Campbellfort, MD 96656",Missouri,27604,188668.86,644,Self-employed,90556.54,Personal Loan,Running,4,0
Jamie,Cole,12/8/1987,Male,854-62-0367,"343 Bell Highway Suite 974, Lyonsmouth, LA 82969",Idaho,33641,90451.53,535,Self-employed,42383.58,Home Loan,Completed,4,1
Jason,Brown,9/27/1958,Male,258-77-5978,"68423 Jeffrey Falls Apt. 005, Lake Caseyfort, AK 91913",Texas,3824,106987.49,569,Self-employed,42071.46,Home Loan,Running,4,1
Lisa,Johnson,9/1/1984,Female,561-49-3218,"59627 Dean Islands Apt. 576, Melanieborough, ND 35258",Pennsylvania,27801,198537.7,329,Employed,85800.54,Auto Loan,Completed,2,1
Kayla,Brown,7/18/1960,Male,751-95-6236,"8392 Robin Ramp, Stevenburgh, SC 77463",Kansas,20707,124268.59,336,Unemployed,27649.47,Credit Card Loan,Running,5,1
Rachel,Suarez,6/5/1955,Female,832-02-7554,"213 Joseph Ranch Suite 891, South Thomasborough, NJ 55718",Utah,50753,20744.71,393,Unemployed,71017.28,Home Loan,Completed,0,1
Michelle,Wilkinson,4/19/1965,Female,418-37-7299,"87509 Jason Radial Apt. 688, East Alex, FL 69453",Wisconsin,65904,75457.9,636,Employed,26866.07,Personal Loan,Completed,3,1
Joshua,Miller,6/5/1966,Female,233-98-3481,"Unit 4772 Box 0669, DPO AE 90908",Pennsylvania,84259,36124.04,679,Unemployed,15886.05,Personal Loan,Completed,1,1
James,Jones,10/14/1962,Male,834-26-7204,"412 Cheryl Ramp, Bautistafort, NY 59670",Maryland,52861,155472.84,435,Self-employed,26422.2,Auto Loan,Running,2,1
Dorothy,Johnson,9/6/1971,Female,670-83-7911,"88868 Mclean Parkway, Port Heather, MN 48570",Arizona,77160,195221.3,325,Unemployed,36576.2,Home Loan,Running,4,1
Michael,Miller,11/2/1969,Male,739-31-7931,"923 Zachary Parks Suite 718, North Nathanland, NJ 47270",Washington,97593,139698.82,582,Student,20927.06,Auto Loan,Completed,5,0
Tyler,Richard,9/14/2003,Female,846-52-7026,"13526 Antonio Ridges, Bauerside, DC 76270",Florida,28122,91652.91,496,Retired,96204.18,Credit Card Loan,Completed,2,1
Lee,Frederick,7/18/1956,Male,463-43-7326,"486 Christopher Via, Knightberg, VT 58089",Arizona,92524,140059.18,386,Student,90819.05,Home Loan,Running,4,1
Shannon,Reid,7/30/1977,Female,210-65-1859,"44318 Yoder Cliffs Apt. 195, Lake Craigmouth, MS 23762",Michigan,33551,66341.39,311,Employed,35075.9,Home Loan,Running,0,1
Amanda,Clark,10/5/1975,Male,827-92-8251,"91814 Jamie Forges, Anthonyberg, SD 09935",California,40965,122515.94,521,Self-employed,68041.25,Auto Loan,Completed,4,1
Michael,Hebert,8/31/1993,Male,462-21-3476,"79099 Martinez Forges Suite 982, Jamesburgh, OK 32965",Minnesota,83815,104599.01,349,Self-employed,73579.08,Credit Card Loan,Running,5,1
Clifford,White,4/6/1977,Male,235-31-5035,"Unit 4868 Box 1597, DPO AE 23164",Hawaii,63776,162290.94,650,Self-employed,78439.27,Education Loan,Running,0,0
Rebecca,Petersen,12/18/1988,Female,850-87-6475,"634 King Cliffs Apt. 525, Autumnhaven, VA 45362",Oregon,39694,85182.45,850,Employed,26484,Auto Loan,Completed,0,0
David,Cannon,7/8/1973,Male,745-43-7329,"29633 Curry Cliff Suite 033, West Jodichester, MT 90836",Mississippi,82415,120192.01,850,Employed,97344.85,Education Loan,Completed,5,0
Jake,Montoya,8/15/1962,Female,672-26-2609,"36093 Karl Forest Apt. 213, Nicholasborough, GA 77962",Florida,95948,125647.49,614,Self-employed,73355.13,Home Loan,Completed,4,0
Jacob,Hawkins,6/28/2001,Female,873-05-2266,"70885 Dana Cape, North Douglasstad, SC 68648",North Dakota,37910,87105.2,325,Employed,99812.25,Education Loan,Running,2,1
Tracy,Hill,5/16/1994,Female,814-06-8255,"87958 Maldonado Crescent Apt. 442, Port Pennyland, WI 91789",Maryland,98322,113978.62,623,Unemployed,63695.49,Auto Loan,Completed,2,1
Ryan,Lopez,7/8/1980,Male,282-32-1140,"07700 Erica Circle, Tinaland, FL 14276",Illinois,4690,54446.38,320,Retired,76538.63,Home Loan,Running,3,1
David,Parsons,2/9/1988,Male,747-33-3301,"7589 Mack Springs Suite 844, Adamstad, FL 42569",Indiana,80358,122262.74,582,Retired,28368.98,Auto Loan,Running,3,0
Charles,Meadows,4/22/1997,Male,673-49-8680,"646 Blair Heights Apt. 196, Davidborough, LA 68609",Alabama,77973,40526.61,492,Student,79847.48,Home Loan,Running,2,1
Tyler,Long,4/14/1980,Male,460-01-0907,"Unit 0623 Box 3947, DPO AA 79523",Washington,70290,164394.57,454,Retired,92896.67,Education Loan,Completed,5,1
Don,Donovan,4/30/1987,Female,184-61-4673,"8893 Porter Fields Suite 613, North John, ID 11600",Alaska,69878,196791.46,449,Retired,73833.63,Credit Card Loan,Completed,0,1
Michael,Dunn,12/21/1980,Female,604-17-3392,"Unit 7720 Box 9581, DPO AA 71846",Rhode Island,51587,96726.52,309,Retired,47711.7,Credit Card Loan,Running,2,1
